"sampleID","700023701","700106065","700109107","700038956","700037814","700097631","700014832","700023872","700098932","700023551","700038702","700106229","700095353","700014555","700105468","700037700","700111811","700024732","700015390","700110812","700099059","700014386","700014718","700016608","700106437","700098359","700037008","700038493","700105685","700101638","700033130","700103672","700113013","700023967","700024846","700114855","700038354","700105153","700109230","700108954","700114387","700037357","700105834","700015245","700105739","700016136","700033436","700037198","700014954","700023066","700016008","700033726","700107816","700114489","700038021","700013549","700023290","700024449","700111574","700114750","700037967","700037405","700037303","700037090","700103621","700105580","700024966","700037123","700113066","700114717","700106876","700038231","700024908","700024689","700105355","700024296","700024349","700024646","700024234","700105274","700024593","700037453","700024545","700024201","700024141","700024408","700106018","700037539","700024086","700023634","700024024","700024492","700023509","700023919","700023447","700103446","700114105","700023237","700105210","700021902","700023815","700105421","700038445","700021677","700021295","700114000","700106132","700111026","700114218","700110353","700114911","700105312","700038741","700110701","700038594","700114798","700109383","700111505","700110587","700114162","700106333","700110221","700109750","700107993","700097570","700108473","700096047","700095956","700096267","700095774","700096590","700016902","700015979","700102585","700016542","700102242","700102905","700015386","700016004","700015702","700099746","700016000","700015394","700100227","700015113","700015179","700014828","700099590","700014488","700095410","700014497","700097234","700099002","700097291","700105613","700110287","700106754","700113542","700106663","700106809","700114442","700106615","700114615","700113503","700114267","700023188","700113599","700107189","700105882","700110419","700106504","700106291","700106412","700105991","700105787","700110644","700106979","700110155","700106551","700106701","700105049","700109807","700109317","700096568","700108284","700106946","700103479"
"sexMale","female","female","female","male","female","male","male","female","female","male","female","female","male","female","female","female","female","female","male","female","female","male","male","male","female","female","female","male","female","male","female","female","male","female","female","male","male","female","female","female","male","male","male","male","male","male","female","female","male","female","female","female","male","female","male","female","male","male","female","male","female","male","female","male","male","male","male","female","male","male","female","male","male","male","male","male","female","male","female","male","male","male","male","male","female","male","female","male","male","female","female","male","male","male","female","male","female","female","female","female","female","female","male","male","male","male","female","male","female","female","female","male","female","male","male","female","female","male","male","male","male","female","male","male","male","male","male","male","male","male","female","male","female","female","female","male","male","female","female","female","male","male","female","female","female","female","male","male","male","male","male","male","female","female","female","female","female","female","male","female","female","male","female","female","female","female","male","male","male","male","female","female","male","female","female","male","male","female","female","male","female","male","female","female","male","male","female"
"OTU_97.13483",0,0,0,0,0,0,256,34,0,0,0,14,0,0,549,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,6,602,0,0,12,0,0,7,0,0,0,0,0,0,12,0,0,157,151,0,32,0,21,0,0,0,13,0,0,15,1,0,0,4,0,0,0,356,5,0,0,0,153,0,0,0,0,0,45,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1271,118,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,46,0,0,0,0,810,17,0,0,0,0,0,1606,313,66,0,0,0,0,0,0,14,27,44,106,0,0,25,0,3,0,50,22,0,0,0,0,0,0,72,21,3,0,0,1,13,0,1,0,0,0,0,8,0,0,0,0,21,0
"OTU_97.37599",3,86,0,25,3,7,6,251,11,37,2,69,1,4,11,9,0,0,0,39,22,1,16,15,87,0,0,17,19,17,22,25,10,93,148,83,5,434,8,0,0,0,3,95,18,85,0,16,58,67,89,13,66,2,2,4,17,6,36,22,6,0,6,18,26,38,9,7,53,15,139,0,0,21,7,20,11,7,75,6,1,26,15,43,7,83,105,68,20,218,3,126,376,15,12,50,120,136,4,4,4,46,653,177,63,1,190,4,309,177,0,45,133,19,1,19,0,5,0,8,15,0,0,0,23,28,0,2,0,2,4,6,0,3,0,5,95,0,17,61,52,516,103,0,0,17,0,11,118,2,77,28,46,9,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,3,0,0
"OTU_97.157",0,3371,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,146,0,0,0,325,0,47,0,0,0,0,0,0,37,0,78,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,61,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,252,51,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,27,0,19,0,0,22,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.144",0,4,0,0,0,1,0,77,0,0,31,3,2,0,0,33,0,1,0,7,24,0,0,0,921,0,63,47,0,2,508,152,1,1,4,33,3,12,0,0,2,6,0,0,18,0,7,0,0,13,85,589,0,0,25,142,0,54,1,0,0,1,30,32,151,51,7,220,0,134,0,134,30,395,0,6,9,28,4,0,14,76,95,0,0,12,9,18,51,157,0,15,5,0,0,12,134,50,28,17,112,100,1,3,0,6,76,132,61,17,24,0,4,0,0,0,0,0,32,0,0,0,0,1,117,0,0,32,0,17,0,2,0,3,1,0,0,73,1,1,1,2,69,0,0,0,0,0,0,0,1,0,0,40,1,1,10,1,0,41,0,1,0,0,0,0,0,21,0,1,0,0,0,1,0,0,0,0,413,8,9,0,0,0,7,0,79
"OTU_97.163",0,0,0,5,0,0,57,0,0,1,22,0,3,0,0,0,16,532,0,0,128,78,0,16,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,439,0,29,259,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,4,7,0,0,117,0,0,0,0,83,12,0,0,0,281,302,0,0,0,0,0,0,38,37,0,366,313,9,19,0,446,0,0,0,0,0,0,439,0,0,0,282,0,0,0,118,0,0,0,296,592,0,0,64,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,8,0,0,0,94,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,2,0,0,0,15,100,3,0,0,0,0,0,0,34,1,0,0,21,0,0,0,0,30,0,0,9,0,0,1,9,0,0
"OTU_97.128",0,0,0,18,0,0,0,0,261,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,40,0,0,0,181,0,0,34,892,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.184",0,382,0,12,17,13,4,1,0,3,0,66,4,0,0,0,0,0,2,0,0,50,0,4,953,0,56,0,0,15,3,1,39,37,0,0,4,288,0,0,0,21,25,0,424,0,0,0,0,0,171,3,12,0,54,293,9,122,0,0,0,23,0,62,1,3,2,1,0,0,193,1,1,6,0,0,6,618,1,10,408,0,0,0,0,0,137,1,2,3,0,424,15,7,0,141,1,0,0,0,0,0,3,142,9,0,0,0,0,0,0,1,25,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,22,0,91,1,0,0,0,15,103,39,70,0,0,0,6,0,0,0,0,2,0,0,104,12,29,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,1,5,72
"OTU_97.28399",0,0,2,7,145,4,17,13,33,0,69,53,29,60,5,100,19,47,19,0,0,238,45,6,0,10,0,0,0,20,28,1,5,8,6,27,20,58,5,1,0,1,0,0,0,0,7,0,2,416,0,0,1,3,1,1,0,1,0,6,39,10,18,24,0,23,3,0,0,1,146,0,0,46,3,0,0,0,0,5,4,0,0,92,17,27,10,60,57,1,68,0,0,10,16,0,0,0,5,34,6,158,7,2,0,449,17,48,53,117,10,49,2,0,0,4,0,9,0,76,176,9,40,19,35,43,6,7,0,40,113,46,34,111,16,0,0,363,33,18,26,3,6,2,1,172,0,0,687,20,12,556,8,1,0,4,1,0,1,6,3,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,6
"OTU_97.86",3,0,1,35,18,81,0,10,0,1,63,145,9,240,20,0,0,0,0,6,0,139,0,82,0,16,0,17,0,11,0,0,20,3,0,73,36,2,0,0,0,60,12,9,26,684,82,92,17,42,24,0,0,62,103,0,24,0,0,0,0,9,39,0,3,1,0,0,0,15,0,0,0,129,9,65,44,218,52,0,0,0,0,0,0,247,7,52,86,0,4,0,0,19,4,109,30,25,0,0,0,0,95,59,38,8,80,0,18,0,34,250,0,3,212,0,0,0,8,107,242,1,0,3,3,1,0,0,0,1,0,28,147,140,25,9,94,65,90,134,0,0,3,0,0,0,0,0,0,3,38,104,0,0,0,6,46,2,15,37,4,11,2,0,1,0,13,0,7,6,0,0,31,21,0,0,0,0,6,0,0,0,0,0,1,10,3
"OTU_97.34371",0,0,0,53,0,0,0,0,32,59,47,51,3,0,0,0,0,0,85,0,0,92,1,27,0,0,0,47,0,0,17,0,0,0,19,126,2,0,64,0,0,10,0,14,0,0,593,63,0,60,149,476,28,0,1,8,1,49,3,0,0,15,22,0,0,83,33,0,0,1,0,0,0,90,7,8,12,0,117,77,9,0,0,0,0,10,0,19,29,0,0,81,78,0,26,286,0,0,0,0,0,0,0,0,0,0,405,71,4,2,0,0,0,13,0,0,219,0,8,0,0,0,0,20,25,0,0,0,0,0,0,0,0,7,1,6,0,27,334,4,76,552,18,0,0,0,205,0,0,0,0,368,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,10,0,2,0,2,0,9,0,0,0,0,4,0,0,0,0,0,0
"OTU_97.152",0,0,1,0,0,21,9,0,0,0,0,13,1,736,1,26,1,178,0,6,14,9,0,0,943,18,7,0,56,45,0,206,0,34,285,31,1,574,0,0,0,0,2,3,10,3,11,0,0,0,6,747,0,6,3,0,1,0,1,0,0,0,0,0,0,7,2,0,26,0,0,110,0,0,0,0,0,18,61,0,1,21,37,0,0,8,126,23,54,1,0,0,0,3,0,0,0,0,6,0,38,0,2,208,1,0,43,0,68,19,0,0,0,0,21,4,0,0,0,0,0,5,0,0,0,34,7,11,0,8,0,36,1,8,0,0,18,0,142,61,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,15,27,23,0,0,0,34,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,0
"OTU_97.22522",0,0,1,0,0,0,48,0,0,0,0,102,0,2,0,0,0,0,0,4,0,0,158,0,0,0,0,48,0,1,0,176,0,2,0,0,0,145,4,0,0,0,0,48,13,0,0,0,0,3,5,1,0,0,0,0,0,0,0,233,0,6,2,49,56,59,0,0,0,0,0,0,0,2921,0,0,10,377,106,0,0,66,158,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,1,212,40,0,24,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,1,46,5,0,0,0,0,0,0,24,13,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.24475",2,0,0,1,44,8,18,6,67,0,140,19,1,35,18,307,4,12,23,4,0,84,28,0,0,21,0,0,0,22,29,26,5,2,30,151,7,50,0,0,2,0,0,2,0,0,12,0,5,388,6,0,5,38,4,1,0,3,0,27,2,2,5,5,0,12,2,0,0,4,0,0,0,22,8,3,0,0,0,4,5,0,0,49,28,4,9,34,48,2,85,0,0,2,125,0,0,0,61,176,22,19,91,2,0,21,18,8,11,15,0,123,9,0,0,9,0,7,0,21,48,6,22,7,13,2,36,6,0,10,44,177,25,883,176,0,0,66,8,0,441,2,1,0,0,193,0,0,306,6,28,46,30,2,1,8,3,0,0,1,3,1,0,11,1,1,0,2,2,2,0,0,0,0,0,1,4,0,0,1,0,14,0,0,17,3,3
"OTU_97.19082",0,417,0,0,0,2,10,0,1,0,2,0,0,0,2,3,0,4,3,1,2,3,17,58,0,0,13,1,305,1,12,5,0,0,8,4,2,25,61,0,3,0,1,0,2,9,16,5,1,3,5,0,27,6,33,44,1,3,0,143,2,44,4,3,1,3,4,0,27,3,3,0,0,1797,4,0,19,2,26,3,0,277,345,11,0,0,2,6,10,1,15,51,12,4,1,1,10,48,1,0,0,0,184,57,2,3,498,0,0,1,1,24,3,0,0,0,2,0,0,0,0,0,2,0,0,1,2,3,0,1,0,2,13,3,0,4,11,0,19,36,14,167,27,0,0,31,3,0,0,8,108,1,4,32,28,2,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,1,14,0,0,0,2,5,0
"OTU_97.196",0,0,0,563,0,0,0,0,652,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,898,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,503,585,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,9,52,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.158",0,16,0,14,1,0,216,11,8,49,18,135,3,2,85,2,0,50,0,10,92,14,2,13,0,0,3,7,74,21,2,21,256,12,0,100,5,19,2,0,45,1,16,47,10,28,16,8,66,24,2,13,0,33,556,2,261,4,4,13,23,3,17,17,2,69,47,10,0,4,75,21,3,10,55,16,18,30,13,54,0,2,22,3,0,20,11,72,66,0,0,184,58,2,51,25,4,6,3,0,2,60,9,0,18,6,147,1,0,26,0,11,35,8,1,2,0,0,0,8,4,4,0,4,0,6,0,29,0,8,0,4,116,125,3,4,0,6,32,2,1,1,25,0,0,8,0,86,137,20,40,4,0,7,3,0,7,3,10,3,0,0,2,0,0,0,0,0,2,3,0,1,5,24,0,0,0,0,1,45,6,0,0,0,2,8,1
"OTU_97.204",7,0,5,9,5,15,143,2,11,0,129,81,14,8,0,0,3,27,1,13,36,63,36,19,0,5,4,14,24,38,194,0,34,4,0,0,16,217,14,0,46,22,159,45,37,0,52,80,172,51,3,0,6,0,29,24,7,0,0,18,0,5,40,14,0,14,17,0,0,133,0,3,7,166,22,35,10,34,22,35,11,83,21,0,0,42,10,27,35,8,17,0,0,28,1,86,46,0,0,0,0,50,75,14,11,29,43,11,0,0,1,139,0,3,14,29,0,0,0,0,0,11,0,1,13,5,0,17,0,9,2,60,23,379,10,3,0,0,64,149,0,0,6,0,0,72,0,0,0,3,8,11,0,28,0,0,22,5,2,2,6,7,3,0,1,0,1,0,2,1,0,6,16,8,10,0,0,0,0,16,15,4,0,0,1,6,17
"OTU_97.43210",0,1018,0,0,4,0,1,10,2,1,4,4,10,29,11,0,1,3,7,1,0,10,6,1,0,8,0,1,0,0,4,77,0,0,14,9,6,0,1,0,1,0,12,0,0,28,0,33,15,1,12,5,0,18,0,4,1,190,0,104,1,11,1,12,144,0,2,0,0,23,0,6,4,202,2,1,79,12,31,75,118,4,7,3,0,0,12,10,15,3,53,162,28,21,0,12,14,48,0,0,104,0,23,21,2,0,8,0,34,1,70,20,0,3,8,2,7,0,3,0,0,0,14,0,0,11,36,1,1,5,3,0,8,0,0,0,0,103,67,89,6,428,7,94,92,9,113,0,0,20,1,9,0,9,0,0,1,0,0,0,5,2,0,0,0,0,1,0,1,1,5,0,0,0,1,0,1,7,0,0,0,1,7,1,3,0,0
"OTU_97.5474",3,0,0,6,0,27,2,4,2,0,6,103,0,60,30,0,0,18,66,0,0,0,23,83,0,14,0,0,0,66,250,0,50,0,0,0,99,582,0,73,3,1,0,0,0,0,0,0,1,28,9,0,0,0,11,2,2,0,0,0,0,11,27,6,0,3,1,0,0,0,45,0,0,1010,5,2,0,0,0,19,6,0,0,127,1,0,0,116,255,0,13,0,0,118,0,0,0,0,0,0,0,19,0,0,0,13,0,0,22,5,0,0,1,10,0,7,0,0,7,65,94,0,10,6,1,23,0,0,0,37,3,12,62,0,0,2,0,61,0,1,0,0,0,0,0,0,0,0,93,0,0,126,6,6,0,1,6,0,0,7,1,93,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,25,2,13
"OTU_97.118",0,0,0,1,3,35,1,6,0,65,103,1,67,0,78,0,0,33,18,7,0,26,28,0,0,0,0,0,61,127,0,45,125,0,0,202,0,0,3,0,0,0,0,38,7,0,97,0,0,64,1,14,0,7,0,0,0,0,13,0,0,10,2,5,535,0,0,0,0,0,0,5,3,134,0,0,7,31,7,28,5,0,0,0,0,248,0,0,0,3,11,11,14,0,11,25,0,0,0,0,13,0,45,145,0,0,18,0,6,82,21,0,51,2,0,1,0,0,0,0,0,0,3,0,0,2,0,3,1,2,0,12,0,0,0,0,0,0,0,118,258,511,0,173,139,12,0,0,0,53,37,0,0,0,0,0,0,2,29,5,2,0,0,0,0,0,1,0,21,0,0,0,0,0,2,0,0,0,0,37,20,0,0,0,0,0,0
"OTU_97.39459",0,0,0,2,47,5,5,6,22,0,156,20,0,77,17,81,1,17,33,1,0,143,92,8,0,10,0,0,0,58,67,35,5,4,11,121,9,47,3,0,3,1,0,5,0,0,61,0,14,359,5,0,1,60,4,1,1,1,0,37,4,7,9,14,0,41,3,0,0,8,2,0,0,37,25,10,4,0,1,27,11,0,0,105,61,18,4,29,30,7,24,1,0,6,22,0,0,0,107,37,51,24,114,3,0,45,23,1,24,1,4,109,18,0,0,17,4,1,0,41,60,1,7,4,3,2,25,1,0,6,1,61,45,26,7,0,0,54,121,3,38,25,4,0,32,198,0,0,297,2,37,54,19,2,6,2,4,0,3,10,8,0,0,35,0,1,0,1,1,1,0,0,0,5,2,0,43,0,0,2,0,2,0,0,6,17,9
"OTU_97.209",0,0,0,0,0,17,30,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,134,178,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,58,5,0,0,0,0,0,57,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,216,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1602,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.42121",4,0,2,0,0,0,1,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,56,0,0,4,0,4,0,0,0,36,1,1,0,0,0,30,0,0,0,0,0,14,8,0,0,0,0,2,1,3,0,0,0,0,0,1,0,55,0,2,0,14,6,32,0,0,0,0,0,0,0,3015,0,0,1,120,61,0,0,6,7,0,0,0,5,0,0,0,0,0,0,0,0,1,0,6,0,0,53,0,2,0,0,0,0,0,0,0,0,15,19,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,54,0,0,0,2,0,0,0,5,0,0,8,16,1,0,0,1,0,0,0,30,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1693",1,0,1,6,27,6,1,0,19,0,0,38,6,0,4,24,0,4,13,0,0,138,26,39,0,0,0,0,0,8,41,161,4,1,29,4,38,112,37,0,0,0,0,8,0,0,32,0,6,0,19,0,1,8,0,1,0,1,1,0,64,8,10,0,0,65,1,0,0,9,0,0,0,0,0,0,38,0,7,50,18,0,0,0,2,0,4,11,16,0,0,67,33,44,0,137,0,0,613,9,27,0,0,88,0,15,14,0,0,0,1,4,0,3,0,12,46,33,0,117,320,2,0,0,0,1,11,3,0,0,0,15,22,86,28,12,0,28,50,3,68,4,62,24,365,0,0,0,8,2,1,10,0,4,0,0,0,16,0,0,2,3,1,70,0,0,47,0,5,0,0,0,1,0,0,0,12,0,1,0,0,2,0,0,1,4,3
"OTU_97.154",1,0,2,34,6,0,32,11,2,0,70,49,13,23,47,29,0,0,1,7,0,29,24,2,0,6,53,0,15,26,620,0,6,0,35,71,27,213,8,0,8,2,41,13,63,0,7,0,59,13,13,0,2,0,54,22,12,0,0,2,0,0,7,9,0,16,3,0,0,53,0,49,10,0,19,34,115,51,85,17,2,35,41,0,0,34,0,15,38,2,6,0,0,9,0,39,14,9,6,11,0,0,16,7,7,7,216,0,0,12,0,68,21,22,56,0,0,0,30,0,0,7,6,0,0,1,0,66,0,0,0,7,103,66,2,1,0,0,70,80,36,46,10,0,0,20,0,0,0,6,8,0,0,5,0,0,33,7,4,13,16,4,7,0,3,1,10,0,8,7,0,0,14,24,0,0,0,0,0,12,8,1,14,0,0,11,0
"OTU_97.24025",4,0,0,39,19,4,37,13,6,3,128,36,4,15,23,21,0,0,0,1,0,48,25,2,0,6,20,0,29,6,682,0,11,0,29,30,31,175,11,0,4,1,95,7,79,0,3,0,43,18,14,0,2,0,18,44,4,0,0,5,0,0,21,11,0,46,4,0,0,42,0,108,18,0,23,14,147,33,28,32,11,34,43,0,0,49,0,9,30,2,11,0,0,7,0,67,18,16,19,12,0,0,23,12,10,25,137,0,0,3,0,25,3,19,64,0,0,0,4,0,0,9,3,0,0,8,4,35,0,0,0,8,94,151,1,0,0,0,34,101,26,28,14,0,0,37,0,0,0,4,8,0,0,20,0,0,15,11,3,16,10,5,4,0,1,2,2,0,3,1,0,0,8,11,0,0,0,0,0,9,5,1,7,0,0,13,0
"OTU_97.38818",0,0,4,2,101,4,0,0,2,2,0,65,1,0,2,59,0,4,12,0,0,250,7,83,0,0,0,0,0,3,78,2,11,3,47,5,41,114,5,0,0,3,0,23,0,0,66,0,8,0,35,0,1,3,0,0,0,1,0,0,105,2,6,0,0,47,3,0,0,5,0,0,0,1,0,0,93,0,50,47,14,0,0,0,11,14,4,11,5,0,0,53,36,51,0,10,0,0,23,24,44,0,0,127,0,0,14,0,0,0,1,1,0,0,0,11,7,89,1,129,198,1,2,0,0,0,4,3,0,0,0,14,15,111,27,16,0,147,29,0,4,1,66,32,802,0,0,0,2,0,7,2,0,0,0,0,0,4,0,0,1,2,0,45,0,0,30,1,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,3,8
"OTU_97.250",0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,371,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.39984",0,531,0,0,2,0,0,5,3,1,25,7,11,23,20,0,24,0,22,12,0,5,14,4,0,11,0,0,0,0,12,4,1,0,10,2,1,0,1,0,13,1,20,5,0,0,0,18,11,8,17,2,11,18,21,1,3,17,0,27,0,1,0,7,43,0,0,0,0,28,0,105,83,14,0,1,12,0,10,17,11,7,9,27,0,0,1,10,13,1,74,324,90,7,0,23,26,114,0,0,3,0,2,48,1,0,25,0,0,171,0,14,0,9,5,1,50,0,19,0,0,0,3,0,0,6,80,9,0,0,197,0,4,5,3,0,0,0,16,5,130,398,4,44,228,0,10,0,0,5,0,44,0,0,0,0,1,0,0,3,6,17,0,3,0,0,0,0,1,2,0,0,0,0,0,24,4,2,0,0,0,4,17,0,3,2,0
"OTU_97.33220",0,0,4,0,10,4,21,21,5,6,35,0,6,0,0,0,92,26,7,6,44,88,31,7,0,0,4,4,0,6,51,0,9,16,0,6,0,93,12,12,6,0,64,22,1,94,16,128,0,28,10,330,13,0,22,4,7,50,2,43,1,1,1,0,17,0,3,0,0,88,28,50,46,23,2,2,8,26,1,121,36,13,18,16,158,16,27,13,4,1,18,168,30,26,2,18,4,35,0,0,0,32,0,1,17,40,34,0,26,16,0,23,0,10,13,14,5,9,0,0,0,4,5,13,14,1,0,4,9,16,3,26,148,0,1,0,11,142,14,8,0,0,1,0,0,0,7,0,353,2,7,6,36,31,0,1,0,0,0,1,0,3,0,0,1,3,0,0,0,1,3,2,0,0,1,0,0,6,0,0,0,0,0,0,0,3,0
"OTU_97.13004",0,59,0,0,0,5,30,0,4,0,22,0,7,0,10,11,0,0,13,2,33,13,21,28,0,3,19,7,9,49,67,21,0,20,11,13,5,81,8,15,6,0,33,4,14,49,92,71,6,29,19,0,5,2,98,18,21,5,0,22,76,20,9,5,15,40,3,0,25,23,127,0,0,63,9,2,48,21,66,12,22,10,11,9,0,2,56,40,23,12,17,19,5,21,5,16,3,14,2,2,15,0,59,13,15,19,49,2,0,11,11,78,24,4,3,6,26,0,0,0,0,9,2,0,2,1,0,1,0,1,0,11,64,41,0,0,19,0,172,82,90,322,12,0,0,46,6,0,0,5,85,0,19,10,20,16,15,4,1,1,32,21,0,0,0,0,0,0,9,1,0,32,1,3,8,0,0,0,51,19,27,0,6,0,9,10,14
"OTU_97.8260",0,0,0,0,0,0,98,0,0,0,0,14,0,0,20,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,192,0,0,37,0,0,0,0,0,0,25,0,0,242,143,0,39,0,112,0,0,0,50,0,0,2,0,0,0,18,0,0,0,574,0,0,0,0,56,0,0,0,0,0,21,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,52,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,378,163,52,0,0,0,0,0,0,0,4,119,13,0,0,2,0,2,0,25,38,0,0,0,0,0,0,61,108,10,0,0,11,8,0,1,0,0,0,0,9,0,0,0,0,94,0
"OTU_97.59",0,353,0,0,9,0,0,1,6,0,2,5,4,26,12,0,2,4,2,2,1,14,4,0,0,3,0,5,0,0,5,29,0,1,6,17,3,0,0,0,2,0,3,0,1,563,0,34,22,0,5,3,1,11,3,1,0,134,0,177,2,2,0,11,61,0,1,0,0,13,0,6,0,56,0,0,69,7,39,67,139,44,39,1,0,5,11,3,8,1,44,99,32,20,0,12,13,18,0,0,41,0,8,10,0,0,11,0,9,25,25,15,0,10,6,0,10,0,8,0,0,0,8,0,0,1,13,1,8,3,10,0,7,3,0,0,5,35,18,16,66,261,2,71,85,0,24,0,0,7,1,76,0,13,1,0,0,0,0,1,14,9,0,4,0,0,2,0,0,0,14,3,0,0,0,6,7,13,0,0,0,4,13,2,5,2,0
